timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620813135984,1187,query2-1,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",1 User: Azure Databricks (SQL Analytics) 1-1,text,false,,253,0,1,1,null,0,0,1187
1620813137175,333,query2-1,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",1 User: Azure Databricks (SQL Analytics) 1-1,text,false,,253,0,1,1,null,0,0,333
1620813137509,431,query2-1,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",1 User: Azure Databricks (SQL Analytics) 1-1,text,false,,253,0,1,1,null,0,0,431
1620813137948,363,query2,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-1,text,false,,253,0,1,1,null,0,0,363
1620813138314,140,query7,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-1,text,false,,253,0,1,1,null,0,0,140
1620813138455,147,query13,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-1,text,false,,253,0,1,1,null,0,0,147
1620813138604,116,query15,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-1,text,false,,253,0,1,1,null,0,0,116
1620813138722,159,query26,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-1,text,false,,253,0,1,1,null,0,0,159
1620813138884,198,query31,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-1,text,false,,253,0,2,2,null,0,0,197
1620813138973,125,query33,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-2,text,false,,253,0,2,2,null,0,0,125
1620813139084,108,query42,null 0,"java.sql.SQLException: Cannot create PoolableConnectionFactory ([Simba][SparkJDBCDriver](500593) Communication link failure. Failed to connect to server. Reason: HTTP Response code: 404, Error message: RESOURCE_DOES_NOT_EXIST: No cluster found matching: 0504-155012-sweep261.)",10 Concurrent User: Azure Databricks (SQL Analytics) 2-1,text,false,,253,0,2,2,null,0,0,108
